구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2015년01월01일,1963.95,1587.31,1399.99,1105.58
2015년01월02일,1960.73,1583.94,1397.50,1102.38
2015년01월03일,1956.82,1580.04,1393.97,1097.43
2015년01월04일,1956.43,1576.80,1391.01,1094.75
2015년01월05일,1958.08,1574.43,1389.08,1093.74
2015년01월06일,1950.98,1569.70,1384.87,1090.16
2015년01월07일,1945.18,1564.04,1380.06,1086.39
2015년01월08일,1939.51,1558.90,1375.62,1082.79
2015년01월09일,1934.03,1553.50,1371.00,1078.53
2015년01월10일,1932.51,1547.42,1365.63,1073.63
2015년01월11일,1927.99,1544.35,1362.95,1069.16
2015년01월12일,1926.31,1540.37,1359.51,1065.47
2015년01월13일,1914.07,1532.39,1352.35,1058.78
2015년01월14일,1905.75,1524.05,1345.01,1053.16
2015년01월15일,1896.81,1514.91,1337.26,1046.88
2015년01월16일,1890.56,1504.89,1328.80,1040.20
2015년01월17일,1884.80,1496.70,1321.81,1034.28
2015년01월18일,1886.05,1493.03,1318.59,1030.58
2015년01월19일,1881.37,1487.27,1314.39,1026.34
2015년01월20일,1870.59,1477.80,1306.49,1019.13
2015년01월21일,1865.64,1468.93,1299.88,1012.16
2015년01월22일,1857.40,1461.23,1293.85,1007.13
2015년01월23일,1853.73,1453.69,1288.20,1001.84
2015년01월24일,1849.48,1447.97,1283.59,997.01
2015년01월25일,1848.04,1444.92,1281.01,994.27
2015년01월26일,1845.45,1440.86,1278.11,989.91
2015년01월27일,1841.86,1434.80,1273.63,985.64
2015년01월28일,1839.27,1430.24,1269.86,981.34
2015년01월29일,1836.61,1425.61,1266.38,977.97
2015년01월30일,1834.98,1422.01,1263.61,975.34
2015년01월31일,1833.83,1419.11,1261.36,972.37
2015년02월01일,1832.01,1416.41,1259.09,969.41
2015년02월02일,1830.12,1413.88,1257.22,966.99
2015년02월03일,1826.18,1411.25,1255.15,964.93
2015년02월04일,1828.49,1410.11,1254.47,962.42
2015년02월05일,1829.95,1409.74,1254.21,960.69
2015년02월06일,1824.56,1409.82,1254.27,959.06
2015년02월07일,1824.04,1410.59,1254.68,958.85
2015년02월08일,1822.67,1410.96,1254.67,958.29
2015년02월09일,1822.52,1411.86,1255.70,958.54
2015년02월10일,1828.91,1415.54,1258.47,959.98
2015년02월11일,1838.84,1420.67,1263.00,961.09
2015년02월12일,1843.24,1424.82,1266.29,963.02
2015년02월13일,1844.67,1428.39,1269.31,963.78
2015년02월14일,1846.10,1433.49,1273.23,965.61
2015년02월15일,1848.33,1436.24,1275.21,965.82
2015년02월16일,1847.93,1440.21,1278.58,966.61
2015년02월17일,1856.44,1448.15,1285.13,968.97
2015년02월18일,1859.32,1455.67,1290.35,970.01
2015년02월19일,1861.13,1458.18,1292.03,970.04
2015년02월20일,1859.73,1460.06,1293.38,968.95
2015년02월21일,1856.47,1462.04,1294.96,966.85
2015년02월22일,1857.40,1463.26,1295.60,966.11
2015년02월23일,1860.15,1465.55,1297.69,970.58
2015년02월24일,1868.24,1470.24,1301.40,974.26
2015년02월25일,1871.63,1473.61,1304.12,976.39
2015년02월26일,1872.42,1476.36,1306.49,978.34
2015년02월27일,1873.45,1479.16,1308.39,979.23
2015년02월28일,1873.78,1481.31,1309.89,980.50
2015년03월01일,1872.04,1484.13,1311.53,980.97
2015년03월02일,1872.63,1486.66,1313.88,982.21
2015년03월03일,1876.33,1489.48,1315.72,981.97
2015년03월04일,1881.31,1492.65,1318.11,983.30
2015년03월05일,1880.84,1495.40,1320.05,983.46
2015년03월06일,1879.65,1497.20,1321.14,984.30
2015년03월07일,1878.31,1499.25,1322.60,984.08
2015년03월08일,1876.87,1500.31,1322.97,982.86
2015년03월09일,1874.26,1503.27,1325.33,984.64
2015년03월10일,1877.65,1506.29,1327.36,987.64
2015년03월11일,1880.06,1509.65,1329.39,987.84
2015년03월12일,1884.36,1511.76,1330.81,988.37
2015년03월13일,1886.02,1513.36,1331.88,988.37
2015년03월14일,1887.16,1514.60,1332.41,988.48
2015년03월15일,1887.83,1515.06,1332.54,987.93
2015년03월16일,1886.53,1515.93,1333.40,986.68
2015년03월17일,1884.84,1516.46,1333.56,985.52
2015년03월18일,1884.73,1516.49,1333.26,985.23
2015년03월19일,1881.41,1516.22,1332.80,985.41
2015년03월20일,1884.09,1515.78,1332.35,983.80
2015년03월21일,1883.09,1515.35,1331.55,983.19
2015년03월22일,1882.53,1515.11,1330.85,980.12
2015년03월23일,1880.62,1514.70,1330.94,979.34
2015년03월24일,1878.47,1513.74,1329.71,979.50
2015년03월25일,1876.41,1512.95,1328.76,979.60
2015년03월26일,1874.66,1512.06,1327.78,981.49
2015년03월27일,1876.52,1511.57,1327.12,980.49
2015년03월28일,1876.17,1511.21,1326.49,979.24
2015년03월29일,1877.39,1511.02,1325.99,977.76
2015년03월30일,1880.65,1510.70,1325.85,975.91
2015년03월31일,1881.42,1510.53,1325.48,975.24
2015년04월01일,1880.26,1510.64,1325.32,974.52
2015년04월02일,1882.29,1510.14,1324.72,974.82
2015년04월03일,1880.77,1509.80,1324.22,974.57
2015년04월04일,1880.23,1509.23,1323.55,972.96
2015년04월05일,1879.97,1508.95,1322.84,972.72
2015년04월06일,1875.90,1508.84,1322.78,973.59
2015년04월07일,1875.15,1508.26,1322.00,973.63
2015년04월08일,1871.76,1507.73,1321.39,975.32
2015년04월09일,1873.23,1507.46,1320.94,975.60
2015년04월10일,1873.76,1507.05,1320.50,975.25
2015년04월11일,1872.40,1506.57,1319.76,974.36
2015년04월12일,1872.22,1506.45,1319.41,972.53
2015년04월13일,1871.82,1506.32,1319.39,971.55
2015년04월14일,1870.66,1505.82,1318.75,971.89
2015년04월15일,1865.30,1505.40,1318.36,972.85
2015년04월16일,1868.73,1505.08,1317.87,973.42
2015년04월17일,1869.18,1504.86,1317.63,972.69
2015년04월18일,1870.05,1504.72,1317.57,970.83
2015년04월19일,1869.00,1504.61,1317.00,969.38
2015년04월20일,1866.53,1504.77,1317.33,968.45
2015년04월21일,1875.70,1506.01,1318.27,968.36
2015년04월22일,1877.47,1506.59,1318.64,967.89
2015년04월23일,1879.03,1506.86,1318.71,968.27
2015년04월24일,1878.17,1507.29,1319.00,965.99
2015년04월25일,1877.48,1507.56,1319.09,966.00
2015년04월26일,1876.97,1507.82,1318.86,964.49
2015년04월27일,1876.18,1508.22,1319.53,963.61
2015년04월28일,1880.35,1509.45,1320.26,962.84
2015년04월29일,1883.88,1510.16,1320.68,961.66
2015년04월30일,1883.77,1510.71,1321.04,963.19
2015년05월01일,1883.10,1512.19,1321.68,963.01
2015년05월02일,1883.36,1513.22,1322.41,962.98
2015년05월03일,1882.82,1513.62,1322.22,961.00
2015년05월04일,1884.43,1514.40,1323.13,959.10
2015년05월05일,1889.50,1516.14,1323.87,960.49
2015년05월06일,1890.33,1517.43,1324.85,959.82
2015년05월07일,1893.95,1519.81,1326.34,962.67
2015년05월08일,1896.02,1522.99,1328.56,964.06
2015년05월09일,1897.15,1525.62,1330.33,965.36
2015년05월10일,1896.91,1526.80,1330.98,965.19
2015년05월11일,1897.27,1528.95,1332.71,965.53
2015년05월12일,1899.99,1532.20,1335.70,965.55
2015년05월13일,1905.35,1535.00,1338.00,968.05
2015년05월14일,1906.34,1537.90,1340.17,970.76
2015년05월15일,1908.72,1540.82,1342.59,970.88
2015년05월16일,1911.48,1543.96,1344.96,970.94
2015년05월17일,1911.95,1545.39,1345.73,970.17
2015년05월18일,1908.99,1548.11,1348.86,969.44
2015년05월19일,1913.88,1551.36,1350.74,971.01
2015년05월20일,1913.17,1553.77,1352.68,970.98
2015년05월21일,1914.46,1555.96,1354.32,973.22
2015년05월22일,1917.42,1558.21,1356.11,973.31
2015년05월23일,1919.31,1560.62,1357.69,972.64
2015년05월24일,1919.14,1561.72,1358.32,972.34
2015년05월25일,1919.04,1563.01,1359.43,969.17
2015년05월26일,1921.10,1564.95,1360.77,967.38
2015년05월27일,1924.05,1566.68,1361.86,969.49
2015년05월28일,1922.85,1567.87,1362.64,970.92
2015년05월29일,1924.12,1568.81,1363.36,972.24
2015년05월30일,1922.99,1569.63,1363.74,971.97
2015년05월31일,1921.86,1570.18,1364.00,969.54
2015년06월01일,1923.48,1571.55,1365.32,968.27
2015년06월02일,1923.65,1572.40,1365.77,969.17
2015년06월03일,1924.70,1573.51,1366.49,970.19
2015년06월04일,1924.17,1574.42,1367.04,971.82
2015년06월05일,1925.96,1575.14,1367.48,971.24
2015년06월06일,1925.93,1575.56,1367.59,972.40
2015년06월07일,1925.92,1575.86,1367.53,970.69
2015년06월08일,1925.63,1576.18,1367.98,969.32
2015년06월09일,1925.54,1576.80,1368.17,970.44
2015년06월10일,1924.76,1577.23,1368.45,970.61
2015년06월11일,1925.85,1577.63,1368.53,972.74
2015년06월12일,1926.22,1578.28,1368.78,971.75
2015년06월13일,1926.72,1578.92,1368.89,971.35
2015년06월14일,1925.22,1579.21,1368.72,970.59
2015년06월15일,1927.60,1579.67,1369.28,969.38
2015년06월16일,1932.77,1581.36,1369.73,971.16
2015년06월17일,1934.40,1582.09,1369.97,972.91
2015년06월18일,1934.40,1582.68,1370.09,975.20
2015년06월19일,1936.52,1583.28,1370.32,974.86
2015년06월20일,1935.30,1583.69,1370.27,974.45
2015년06월21일,1935.89,1583.73,1370.12,972.73
2015년06월22일,1935.18,1584.09,1370.50,971.06
2015년06월23일,1934.24,1584.35,1370.25,970.97
2015년06월24일,1937.41,1584.58,1370.13,971.28
2015년06월25일,1935.18,1584.71,1369.82,973.29
2015년06월26일,1936.08,1584.84,1369.70,972.90
2015년06월27일,1936.29,1584.80,1369.41,970.75
2015년06월28일,1936.13,1584.76,1369.09,969.34
2015년06월29일,1937.15,1584.88,1369.47,968.77
2015년06월30일,1932.99,1584.68,1369.15,970.33
2015년07월01일,1932.39,1584.50,1368.52,969.96
2015년07월02일,1930.94,1584.36,1368.10,971.54
2015년07월03일,1928.25,1584.20,1367.90,970.96
2015년07월04일,1927.22,1583.95,1367.19,971.17
2015년07월05일,1927.77,1583.87,1366.83,968.92
2015년07월06일,1927.97,1583.79,1366.80,968.92
2015년07월07일,1928.72,1583.38,1366.01,970.06
2015년07월08일,1926.59,1582.89,1365.21,971.08
2015년07월09일,1927.83,1582.36,1364.34,973.24
2015년07월10일,1928.51,1581.57,1363.14,972.90
2015년07월11일,1926.02,1580.71,1361.65,971.90
2015년07월12일,1926.27,1580.41,1360.92,970.88
2015년07월13일,1925.08,1580.03,1360.49,969.00
2015년07월14일,1924.75,1579.08,1358.87,969.34
2015년07월15일,1925.27,1578.23,1357.29,971.34
2015년07월16일,1923.09,1577.40,1355.86,972.08
2015년07월17일,1920.95,1575.89,1354.14,972.18
2015년07월18일,1921.14,1574.77,1352.60,969.78
2015년07월19일,1919.88,1574.28,1351.78,968.00
2015년07월20일,1919.82,1573.60,1350.95,967.86
2015년07월21일,1920.19,1572.66,1349.15,964.82
2015년07월22일,1920.51,1571.76,1347.83,965.04
2015년07월23일,1919.23,1570.57,1346.11,967.20
2015년07월24일,1918.23,1569.63,1344.64,965.66
2015년07월25일,1916.43,1568.59,1343.18,964.55
2015년07월26일,1915.58,1568.14,1342.25,962.52
2015년07월27일,1916.31,1567.45,1341.44,960.64
2015년07월28일,1915.94,1566.15,1339.75,961.04
2015년07월29일,1916.36,1564.98,1338.15,959.43
2015년07월30일,1915.55,1564.12,1336.88,961.08
2015년07월31일,1914.70,1563.34,1335.99,959.85
2015년08월01일,1913.90,1561.97,1333.60,958.73
2015년08월02일,1911.72,1561.53,1332.74,957.01
2015년08월03일,1912.43,1560.91,1331.98,954.14
2015년08월04일,1909.96,1559.64,1330.14,953.68
2015년08월05일,1906.53,1558.65,1328.42,955.33
2015년08월06일,1907.97,1557.68,1326.76,956.74
2015년08월07일,1904.99,1556.66,1325.00,956.30
2015년08월08일,1905.37,1555.54,1323.35,954.84
2015년08월09일,1904.18,1554.97,1322.30,953.73
2015년08월10일,1902.78,1554.09,1321.19,952.24
2015년08월11일,1901.92,1552.43,1318.78,952.35
2015년08월12일,1900.38,1551.12,1316.74,952.90
2015년08월13일,1900.13,1549.67,1314.57,954.49
2015년08월14일,1899.15,1548.01,1312.37,952.48
2015년08월15일,1899.88,1547.37,1311.07,949.14
2015년08월16일,1898.94,1546.78,1310.08,946.05
2015년08월17일,1898.23,1545.61,1308.67,943.97
2015년08월18일,1896.70,1543.86,1306.05,943.89
2015년08월19일,1895.88,1542.11,1303.94,944.79
2015년08월20일,1893.88,1540.47,1301.72,946.40
2015년08월21일,1893.57,1538.62,1298.67,945.12
2015년08월22일,1892.67,1536.83,1296.15,943.36
2015년08월23일,1893.56,1535.99,1294.75,940.37
2015년08월24일,1891.97,1534.64,1293.53,938.70
2015년08월25일,1887.59,1532.13,1290.22,936.07
2015년08월26일,1885.56,1529.74,1287.14,936.99
2015년08월27일,1882.02,1527.31,1284.01,937.62
2015년08월28일,1879.30,1525.20,1281.31,937.33
2015년08월29일,1878.50,1523.83,1279.36,934.95
2015년08월30일,1878.00,1523.31,1278.32,931.98
2015년08월31일,1878.00,1522.64,1277.88,929.33
2015년09월01일,1875.70,1520.29,1274.56,928.75
2015년09월02일,1871.34,1519.15,1272.88,927.51
2015년09월03일,1871.12,1518.04,1271.33,928.17
2015년09월04일,1869.36,1517.06,1270.18,927.00
2015년09월05일,1867.69,1516.11,1268.87,924.67
2015년09월06일,1865.54,1515.75,1268.12,922.71
2015년09월07일,1864.93,1515.28,1267.82,922.13
2015년09월08일,1870.02,1515.27,1267.91,921.53
2015년09월09일,1870.60,1514.76,1267.03,921.41
2015년09월10일,1870.54,1514.26,1266.36,922.20
2015년09월11일,1869.61,1513.75,1265.83,920.77
2015년09월12일,1867.56,1513.27,1265.48,920.49
2015년09월13일,1866.08,1513.10,1264.84,919.12
2015년09월14일,1867.45,1512.85,1265.09,917.91
2015년09월15일,1870.22,1512.54,1264.67,917.49
2015년09월16일,1867.58,1511.89,1264.06,917.06
2015년09월17일,1869.25,1511.22,1263.14,915.99
2015년09월18일,1867.70,1510.21,1262.28,915.83
2015년09월19일,1868.69,1509.60,1261.57,914.97
2015년09월20일,1867.19,1509.17,1260.87,911.84
2015년09월21일,1866.39,1508.82,1260.92,911.27
2015년09월22일,1861.43,1508.07,1260.02,909.33
2015년09월23일,1861.17,1507.12,1259.15,909.19
2015년09월24일,1859.50,1506.39,1258.47,908.67
2015년09월25일,1859.52,1505.75,1258.01,907.91
2015년09월26일,1860.86,1505.21,1257.14,906.16
2015년09월27일,1861.75,1505.04,1256.67,905.07
2015년09월28일,1859.95,1504.96,1256.62,900.41
2015년09월29일,1860.90,1505.03,1256.64,895.56
2015년09월30일,1859.95,1504.76,1256.87,895.24
2015년10월01일,1859.54,1503.91,1255.89,899.73
2015년10월02일,1861.46,1503.71,1255.67,902.75
2015년10월03일,1862.41,1503.08,1254.99,906.43
2015년10월04일,1862.90,1502.84,1254.47,905.65
2015년10월05일,1861.07,1502.49,1254.54,905.16
2015년10월06일,1860.72,1502.15,1254.27,904.13
2015년10월07일,1859.26,1501.64,1253.99,902.18
2015년10월08일,1859.18,1501.45,1253.86,902.45
2015년10월09일,1859.32,1501.19,1253.66,903.87
2015년10월10일,1859.19,1501.22,1253.45,902.70
2015년10월11일,1859.30,1501.25,1253.21,903.36
2015년10월12일,1857.48,1501.37,1254.01,903.05
2015년10월13일,1858.19,1501.40,1254.23,902.99
2015년10월14일,1860.67,1501.27,1254.35,903.84
2015년10월15일,1858.79,1501.02,1254.38,902.55
2015년10월16일,1857.55,1500.68,1254.10,901.77
2015년10월17일,1856.64,1500.22,1253.58,900.88
2015년10월18일,1855.25,1500.13,1253.17,898.10
2015년10월19일,1855.99,1500.06,1253.66,897.27
2015년10월20일,1852.42,1499.36,1252.79,900.00
2015년10월21일,1851.28,1498.61,1252.17,901.52
2015년10월22일,1852.28,1497.57,1251.33,902.05
2015년10월23일,1853.13,1496.30,1250.25,902.35
2015년10월24일,1853.67,1495.18,1249.07,903.45
2015년10월25일,1852.08,1494.74,1248.45,903.57
2015년10월26일,1851.75,1494.14,1248.54,903.90
2015년10월27일,1846.55,1492.85,1247.21,903.56
2015년10월28일,1841.59,1491.50,1246.35,903.93
2015년10월29일,1839.38,1490.09,1245.42,903.10
2015년10월30일,1840.60,1489.15,1244.65,903.35
2015년10월31일,1839.51,1488.27,1243.83,903.23
2015년11월01일,1837.67,1487.32,1242.90,902.66
2015년11월02일,1836.21,1486.62,1242.73,902.12
2015년11월03일,1834.89,1485.80,1242.47,901.04
2015년11월04일,1833.72,1484.88,1241.59,899.90
2015년11월05일,1834.49,1483.82,1240.64,898.89
2015년11월06일,1835.66,1482.93,1240.02,898.22
2015년11월07일,1836.45,1481.57,1238.78,897.56
2015년11월08일,1835.48,1481.30,1238.37,897.15
2015년11월09일,1835.70,1480.63,1238.39,896.42
2015년11월10일,1835.67,1479.73,1238.23,896.08
2015년11월11일,1835.47,1478.81,1237.75,895.57
2015년11월12일,1834.52,1477.75,1237.17,894.73
2015년11월13일,1831.97,1476.76,1236.28,893.72
2015년11월14일,1830.76,1475.88,1235.67,893.19
2015년11월15일,1826.91,1475.32,1235.22,892.32
2015년11월16일,1818.76,1474.51,1235.34,891.28
2015년11월17일,1823.88,1473.35,1234.64,889.55
2015년11월18일,1824.41,1472.28,1233.95,888.90
2015년11월19일,1826.73,1470.98,1233.25,888.24
2015년11월20일,1825.04,1469.30,1232.55,887.28
2015년11월21일,1827.47,1467.88,1231.58,886.24
2015년11월22일,1828.81,1467.21,1230.99,885.77
2015년11월23일,1827.43,1466.33,1230.99,885.10
2015년11월24일,1824.46,1464.51,1230.13,883.89
2015년11월25일,1823.40,1462.86,1229.21,882.85
2015년11월26일,1823.15,1461.49,1228.69,881.92
2015년11월27일,1823.30,1460.49,1228.30,881.07
2015년11월28일,1822.18,1459.49,1227.68,880.30
2015년11월29일,1821.83,1458.99,1227.14,879.57
2015년11월30일,1817.33,1458.46,1227.51,879.27
2015년12월01일,1817.90,1456.21,1226.25,877.49
2015년12월02일,1817.99,1455.41,1225.80,877.24
2015년12월03일,1817.30,1454.21,1225.36,876.36
2015년12월04일,1817.43,1453.02,1224.75,875.42
2015년12월05일,1816.44,1451.82,1224.13,874.48
2015년12월06일,1816.83,1451.08,1223.54,873.69
2015년12월07일,1816.50,1450.18,1223.61,873.01
2015년12월08일,1814.97,1448.33,1222.53,871.99
2015년12월09일,1813.45,1446.49,1221.60,870.59
2015년12월10일,1811.50,1444.38,1220.27,869.46
2015년12월11일,1811.75,1442.33,1219.24,867.90
2015년12월12일,1812.08,1439.86,1217.62,866.54
2015년12월13일,1810.48,1438.91,1216.68,865.81
2015년12월14일,1807.85,1437.21,1216.02,865.08
2015년12월15일,1803.59,1434.88,1214.30,863.00
2015년12월16일,1803.35,1432.55,1212.75,861.34
2015년12월17일,1801.84,1430.53,1211.19,859.79
2015년12월18일,1801.98,1428.59,1209.91,858.02
2015년12월19일,1799.93,1426.59,1207.79,855.99
2015년12월20일,1799.02,1425.65,1206.81,854.65
2015년12월21일,1796.47,1423.95,1205.64,853.51
2015년12월22일,1794.06,1421.65,1203.27,850.94
2015년12월23일,1792.64,1419.48,1200.81,848.65
2015년12월24일,1793.41,1417.55,1199.15,846.79
2015년12월25일,1793.49,1415.77,1197.31,845.05
2015년12월26일,1793.18,1414.95,1196.69,843.99
2015년12월27일,1791.54,1414.27,1195.84,843.11
2015년12월28일,1790.75,1413.21,1195.34,841.87
2015년12월29일,1787.61,1411.53,1193.74,840.04
2015년12월30일,1785.50,1410.19,1192.36,838.36
2015년12월31일,1784.56,1409.35,1191.45,837.34
2016년01월01일,1780.99,1407.15,1188.71,835.38
2016년01월02일,1781.69,1405.98,1187.91,834.11
2016년01월03일,1780.84,1405.33,1187.10,833.42
2016년01월04일,1780.73,1403.84,1185.85,832.00
2016년01월05일,1779.60,1402.25,1184.01,830.39
2016년01월06일,1779.69,1400.78,1182.44,828.66
2016년01월07일,1776.63,1399.15,1180.44,826.77
2016년01월08일,1776.26,1397.36,1178.04,824.76
2016년01월09일,1775.52,1395.62,1175.50,822.84
2016년01월10일,1773.71,1394.79,1174.30,821.67
2016년01월11일,1773.83,1393.53,1172.86,820.46
2016년01월12일,1771.25,1391.91,1170.17,818.44
2016년01월13일,1769.93,1390.32,1167.57,816.16
2016년01월14일,1768.29,1388.78,1164.76,813.62
2016년01월15일,1767.07,1387.16,1161.80,810.99
2016년01월16일,1766.01,1384.83,1158.36,808.45
2016년01월17일,1765.34,1383.82,1156.54,806.98
2016년01월18일,1762.48,1382.41,1154.25,805.51
2016년01월19일,1757.50,1379.99,1150.54,802.26
2016년01월20일,1755.68,1378.33,1147.64,799.66
2016년01월21일,1754.06,1376.56,1144.35,796.97
2016년01월22일,1752.71,1374.76,1140.80,794.09
2016년01월23일,1752.23,1373.35,1137.97,791.49
2016년01월24일,1749.50,1372.69,1136.39,789.87
2016년01월25일,1750.08,1371.97,1135.33,789.82
2016년01월26일,1747.40,1370.04,1131.93,786.53
2016년01월27일,1745.75,1368.42,1128.92,784.35
2016년01월28일,1744.07,1366.94,1126.12,782.80
2016년01월29일,1741.31,1365.79,1124.11,781.19
2016년01월30일,1741.36,1364.86,1122.40,779.78
2016년01월31일,1740.05,1364.37,1120.97,778.88
2016년02월01일,1735.31,1363.04,1118.75,777.67
2016년02월02일,1733.68,1362.19,1117.02,775.91
2016년02월03일,1734.87,1361.18,1115.02,774.50
2016년02월04일,1734.59,1360.25,1113.01,773.08
2016년02월05일,1733.90,1359.75,1111.98,771.95
2016년02월06일,1734.08,1359.05,1110.29,771.05
2016년02월07일,1735.11,1358.65,1109.39,770.26
2016년02월08일,1733.51,1358.50,1109.05,770.06
2016년02월09일,1730.38,1358.41,1108.73,769.43
2016년02월10일,1727.58,1358.06,1108.27,768.75
2016년02월11일,1727.48,1356.99,1107.26,767.72
2016년02월12일,1725.91,1355.48,1104.71,767.00
2016년02월13일,1725.33,1354.01,1102.64,765.77
2016년02월14일,1726.28,1353.17,1101.51,765.24
2016년02월15일,1725.34,1352.28,1100.93,764.67
2016년02월16일,1720.43,1350.34,1098.49,762.99
2016년02월17일,1718.39,1348.76,1096.73,761.74
2016년02월18일,1717.46,1347.55,1095.22,759.12
2016년02월19일,1715.90,1346.59,1094.20,758.41
2016년02월20일,1715.64,1345.74,1093.17,758.13
2016년02월21일,1713.38,1345.43,1092.36,757.66
2016년02월22일,1712.49,1344.98,1092.17,757.38
2016년02월23일,1712.79,1344.25,1091.84,757.13
2016년02월24일,1711.37,1343.66,1091.53,756.88
2016년02월25일,1711.97,1343.08,1090.86,756.48
2016년02월26일,1712.72,1342.29,1090.25,756.38
2016년02월27일,1711.58,1341.76,1089.49,755.98
2016년02월28일,1710.64,1341.40,1088.76,755.66
2016년02월29일,1710.52,1341.37,1089.29,753.96
2016년03월01일,1710.14,1340.74,1088.41,753.14
2016년03월02일,1709.96,1340.27,1088.33,752.69
2016년03월03일,1709.56,1340.13,1088.29,751.73
2016년03월04일,1709.38,1339.83,1088.06,751.34
2016년03월05일,1709.42,1339.72,1087.84,751.09
2016년03월06일,1710.23,1339.69,1087.61,750.87
2016년03월07일,1710.84,1339.72,1088.15,750.87
2016년03월08일,1714.22,1340.13,1089.14,751.53
2016년03월09일,1713.47,1341.06,1090.68,751.76
2016년03월10일,1713.65,1341.53,1091.69,751.95
2016년03월11일,1711.74,1342.60,1093.17,751.89
2016년03월12일,1712.91,1343.85,1094.88,752.31
2016년03월13일,1713.24,1344.49,1095.27,752.59
2016년03월14일,1712.36,1345.83,1097.75,753.32
2016년03월15일,1720.01,1348.46,1100.78,754.36
2016년03월16일,1722.41,1350.27,1103.27,755.55
2016년03월17일,1722.70,1351.52,1105.22,756.51
2016년03월18일,1722.64,1352.76,1106.80,757.34
2016년03월19일,1722.79,1354.35,1108.79,757.94
2016년03월20일,1723.22,1355.09,1109.41,758.22
2016년03월21일,1724.71,1356.32,1111.73,758.47
2016년03월22일,1729.33,1357.61,1113.60,758.92
2016년03월23일,1728.36,1358.65,1115.20,759.17
2016년03월24일,1729.42,1359.53,1116.67,759.88
2016년03월25일,1728.09,1360.12,1117.54,760.32
2016년03월26일,1728.65,1360.72,1118.37,761.25
2016년03월27일,1728.16,1361.01,1118.52,761.39
2016년03월28일,1724.29,1361.44,1119.62,761.54
2016년03월29일,1722.40,1361.96,1120.38,761.86
2016년03월30일,1721.50,1362.26,1121.01,761.55
2016년03월31일,1723.93,1362.41,1121.35,761.56
2016년04월01일,1722.59,1362.75,1121.92,761.46
2016년04월02일,1723.15,1362.90,1121.94,761.49
2016년04월03일,1723.02,1362.81,1121.64,761.40
2016년04월04일,1720.92,1362.84,1122.02,761.49
2016년04월05일,1721.91,1362.58,1121.99,760.97
2016년04월06일,1721.87,1362.40,1121.95,760.93
2016년04월07일,1720.69,1362.24,1121.66,760.82
2016년04월08일,1721.37,1362.09,1121.62,760.71
2016년04월09일,1718.74,1361.78,1121.14,760.66
2016년04월10일,1718.81,1361.75,1120.64,760.06
2016년04월11일,1721.66,1361.61,1121.04,760.07
2016년04월12일,1720.35,1361.38,1120.72,759.62
2016년04월13일,1720.66,1361.19,1120.38,759.17
2016년04월14일,1719.04,1361.15,1120.72,758.93
2016년04월15일,1718.52,1361.30,1120.93,758.51
2016년04월16일,1718.89,1361.59,1120.85,758.68
2016년04월17일,1717.04,1361.59,1120.65,758.80
2016년04월18일,1717.84,1361.44,1121.16,758.89
2016년04월19일,1718.85,1361.56,1121.43,759.10
2016년04월20일,1719.51,1361.42,1121.30,758.81
2016년04월21일,1720.98,1361.30,1121.00,759.10
2016년04월22일,1720.61,1361.23,1121.24,758.84
2016년04월23일,1721.68,1361.25,1121.06,758.59
2016년04월24일,1722.25,1361.21,1120.64,758.11
2016년04월25일,1721.09,1361.16,1121.18,758.17
2016년04월26일,1720.17,1361.03,1121.39,757.74
2016년04월27일,1720.54,1360.93,1121.33,757.15
2016년04월28일,1720.23,1361.33,1121.62,757.50
2016년04월29일,1720.20,1361.77,1122.50,757.84
2016년04월30일,1721.78,1362.67,1123.10,757.86
2016년05월01일,1720.88,1363.29,1123.54,757.59
2016년05월02일,1719.76,1363.37,1123.58,757.48
2016년05월03일,1731.48,1367.44,1128.24,758.24
2016년05월04일,1734.13,1369.30,1130.45,759.29
2016년05월05일,1736.94,1371.12,1132.32,760.04
2016년05월06일,1736.74,1372.22,1133.60,759.98
2016년05월07일,1736.67,1373.11,1134.67,759.69
2016년05월08일,1735.09,1373.62,1134.92,759.60
2016년05월09일,1736.77,1374.28,1136.36,759.51
2016년05월10일,1735.72,1375.30,1137.60,760.00
2016년05월11일,1736.28,1376.37,1138.90,760.12
2016년05월12일,1739.78,1378.20,1141.13,760.87
2016년05월13일,1740.53,1380.08,1144.06,761.13
2016년05월14일,1740.42,1381.95,1146.51,761.23
2016년05월15일,1741.42,1382.69,1147.53,761.47
2016년05월16일,1741.46,1384.07,1149.99,761.97
2016년05월17일,1745.23,1386.72,1154.25,763.20
2016년05월18일,1747.72,1389.21,1158.47,764.06
2016년05월19일,1750.56,1391.74,1162.42,764.51
2016년05월20일,1751.50,1394.34,1166.90,765.33
2016년05월21일,1753.16,1396.84,1170.37,765.66
2016년05월22일,1753.68,1398.06,1171.85,766.22
2016년05월23일,1753.27,1399.86,1175.31,767.47
2016년05월24일,1763.73,1404.27,1180.74,768.68
2016년05월25일,1768.84,1407.38,1185.69,769.80
2016년05월26일,1773.33,1410.44,1189.97,770.98
2016년05월27일,1774.13,1413.54,1194.28,772.15
2016년05월28일,1775.16,1415.85,1197.22,773.34
2016년05월29일,1775.46,1416.79,1198.23,774.20
2016년05월30일,1775.98,1418.34,1201.06,775.44
