,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc
Apr 2024,241.0,3033.1,2869.5,140.1,686.3,584.0,276.4,25.0,86.1,351.9,17395.1,23651.1,508.3,660.9,30.2,31.3,28.6,397.9,1731.6,181.3,1634.3,8790.4,8594.3,2651.2,358.2,2815.3,13.0,19632.3,6740.0,71.8,63761.0,36440.0,248.9,23032.0,2497.4,264.2,304.8,933.6,944.3,17947.3,986.8,376.2,1142.7,12552.0,65.7,35.8,236909.5,1318.9,24112.0,1820.4,1950.9,6.0,1.5,63505.4,2603.8,225.4,12586.4,234.6,2068.8,1573.1,959.6,4620.4,7163.0,8143.0,646.0,1714.7,1373.6,1014.0,18.0,113.6,375.3,61.4,11652.4,448.2,2182.3,1.2,317.4,1602.2,342.2,835.4,89.5,91.0,609.8,70.0,649.5,8944.9,1979.7,4736.2,17.5,30.1,542.1,0.8,1075.3,19.4,187.1,58.6
Mar 2024,301.7,3083.3,3007.0,144.9,677.6,603.0,306.9,48.0,92.2,368.4,15440.0,33621.1,542.2,692.2,32.2,33.4,29.4,431.2,1792.2,200.0,1778.7,9814.6,8826.9,3029.9,358.5,3133.4,13.1,24415.7,9878.0,44.1,68746.0,38458.0,277.3,29746.0,2634.4,295.4,339.6,993.4,932.4,19786.4,1053.2,361.7,1297.0,15045.0,71.5,43.2,246299.0,1384.9,33240.0,1851.9,1667.8,6.0,1.4,153591.9,2986.7,239.0,14000.6,279.4,2241.5,1541.4,944.6,5511.4,7265.7,8652.4,678.6,1769.5,1668.8,1076.0,97.0,114.7,435.4,231.6,12336.6,403.1,2201.6,1.7,322.9,1786.5,330.1,890.0,114.6,104.8,638.2,73.6,667.2,9691.3,2021.6,5065.9,19.1,36.9,567.3,1.2,1136.0,21.3,198.9,65.1
Feb 2024,213.8,1881.8,2236.0,111.0,669.8,488.2,283.3,100.0,64.0,343.4,9140.2,27460.9,469.7,583.9,27.3,24.2,24.0,326.0,1266.6,143.6,1605.0,8793.0,8398.1,1731.5,354.8,2272.3,7.8,17136.2,3441.0,30.9,70622.5,29102.0,257.7,20319.0,2251.2,283.5,301.8,687.2,811.2,19476.6,893.8,352.1,1110.6,10371.5,58.8,41.2,184284.8,1120.8,24991.0,1696.6,1166.0,4.6,1.1,92969.8,2190.4,243.8,11703.1,191.8,1771.8,1246.4,636.4,3496.3,7036.7,8096.9,594.4,1311.6,1227.6,965.8,19.0,110.8,393.4,270.0,10671.4,335.4,1728.7,1.4,308.8,1343.6,296.5,844.4,80.4,78.6,534.6,71.0,638.4,7662.2,3190.2,4402.3,15.8,24.1,326.3,1.0,1057.2,18.0,168.2,62.0
Jan 2024,213.8,1881.8,2236.0,111.0,669.8,488.2,283.3,100.0,64.0,343.4,9140.2,27460.9,469.7,583.9,27.3,24.2,24.0,326.0,1266.6,143.6,1605.0,8793.0,8398.1,1731.5,354.8,2272.3,7.8,17136.2,3441.0,30.9,70622.5,29102.0,257.7,20319.0,2251.2,283.5,301.8,687.2,811.2,19476.6,893.8,352.1,1110.6,10371.5,58.8,41.2,184284.8,1120.8,24991.0,1696.6,1166.0,4.6,1.1,92969.8,2190.4,243.8,11703.1,191.8,1771.8,1246.4,636.4,3496.3,7036.7,8096.9,594.4,1311.6,1227.6,965.8,19.0,110.8,393.4,270.0,10671.4,335.4,1728.7,1.4,308.8,1343.6,296.5,844.4,80.4,78.6,534.6,71.0,638.4,7662.2,3190.2,4402.3,15.8,24.1,326.3,1.0,1057.2,18.0,168.2,62.0
Dec 2023,269.0,2152.9,3229.6,139.0,684.4,594.6,214.8,144.0,111.3,368.9,15792.9,35131.5,493.3,647.2,40.1,26.4,27.7,379.0,1688.7,195.0,1764.4,8603.3,6744.4,3124.2,358.7,3256.4,14.0,21260.9,2620.0,76.7,69965.0,34495.0,271.5,21867.0,2701.7,295.8,380.1,817.3,923.4,22557.8,1357.2,361.5,1454.6,8649.0,62.5,54.9,246001.9,1358.8,26419.0,1561.8,1420.6,5.9,1.5,69537.7,3088.9,254.7,16934.6,304.0,2658.7,1454.6,1022.3,5083.1,6087.1,8499.9,698.4,1578.7,3249.9,1079.7,240.0,116.9,497.3,270.8,10849.5,401.7,2239.1,1.3,300.4,1313.4,248.0,906.6,116.9,104.8,589.1,80.3,658.8,8687.0,813.0,5257.1,21.4,29.1,537.4,2.2,1083.3,19.9,201.9,66.1
Nov 2023,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8
Oct 2023,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6
Sep 2023,218.3,1611.4,3196.1,126.1,707.2,555.0,286.6,209.0,101.1,345.5,18886.6,26359.4,487.4,631.4,24.7,22.3,27.3,367.5,1801.1,201.4,1862.4,8436.8,8210.8,2364.7,357.7,3396.7,13.6,22685.0,2238.0,38.8,72306.0,50042.0,263.9,14886.0,2836.2,300.8,325.3,885.1,1035.0,20510.4,1247.3,305.3,1323.8,10761.0,68.7,42.0,219333.7,1286.7,17756.0,1777.0,982.2,5.4,1.3,71391.9,3255.9,271.8,15941.4,283.3,2589.8,1256.7,1024.2,5139.6,7154.2,8106.6,681.8,1402.8,2756.8,1022.4,173.0,113.6,445.7,26.2,11781.5,485.2,2392.2,1.3,272.3,1614.9,266.2,807.7,107.4,104.1,573.6,84.6,641.6,8702.8,2386.3,4616.6,17.5,29.5,576.9,1.5,1231.4,16.6,193.6,56.9
Aug 2023,220.9,1643.4,3129.4,124.9,708.0,548.3,374.4,84.0,92.5,339.5,17924.7,33029.3,478.0,634.6,22.2,22.0,26.2,351.3,1706.7,186.6,1877.9,8633.3,8641.3,2602.4,360.2,3214.0,14.1,19247.6,2162.0,37.4,58465.0,44405.0,264.3,13354.0,2750.9,296.5,307.6,838.3,917.1,18881.4,1177.8,312.3,1251.6,8071.0,61.9,26.8,208011.4,1224.7,17022.0,1801.2,893.7,4.9,1.1,62804.5,3092.4,257.1,12764.9,251.3,2743.1,1324.2,855.1,4881.0,7462.3,8227.6,635.5,1411.1,1615.9,1008.1,61.0,111.7,446.6,20.9,11652.4,392.9,2267.1,1.4,249.3,1834.2,292.1,791.7,95.4,94.3,577.1,79.4,629.3,8529.9,2141.7,4485.6,14.4,24.3,548.3,1.0,1190.6,16.4,187.2,54.5
Jul 2023,215.5,2305.8,2905.6,121.8,693.3,528.4,402.4,56.0,82.5,329.3,17618.3,30493.9,457.4,631.5,24.4,18.9,25.7,346.2,1597.7,187.6,2015.1,8570.9,9079.7,2357.0,348.1,2755.7,13.2,18346.7,1913.0,44.9,55189.0,41623.0,240.8,13237.0,2662.1,285.3,323.5,849.5,727.4,17691.4,1208.8,291.5,1197.6,5244.0,60.4,28.7,204002.8,1181.1,13382.0,1741.7,727.8,4.7,1.1,70846.5,2641.9,245.0,12100.9,232.4,2670.9,1319.6,844.7,4449.5,7759.6,8220.7,651.0,1405.9,1128.3,974.5,25.0,103.4,396.2,20.5,11653.4,385.6,2351.7,1.3,251.3,1890.7,229.5,764.5,92.5,86.7,575.2,74.4,603.2,8478.9,2106.8,4482.1,15.4,21.9,521.1,1.0,1223.0,30.1,185.1,53.2
Jun 2023,219.7,2637.6,3241.9,126.6,709.0,603.1,419.7,360.0,90.3,326.0,18503.2,37145.5,487.2,641.9,27.2,20.9,28.7,346.5,1614.1,211.0,2061.8,8515.5,9111.0,2660.9,345.5,3277.5,15.6,19656.1,1938.0,61.2,60585.0,46113.0,238.4,20364.0,2714.9,286.3,336.2,875.0,830.5,22309.2,1239.5,316.5,1322.4,6385.0,61.5,37.8,206955.3,1238.0,14015.0,1771.1,821.2,5.5,1.4,76605.0,3137.8,261.0,12604.2,256.4,3000.6,1237.7,933.1,4698.3,7698.1,8048.0,666.0,1464.5,2495.1,991.8,205.0,109.7,420.1,32.5,12007.9,658.2,2290.4,1.4,266.8,1827.4,355.4,733.2,99.4,94.4,582.2,72.9,615.0,8577.2,1619.0,4492.1,18.4,28.1,602.9,1.5,1254.1,28.6,199.8,58.1
May 2023,207.4,2606.3,3202.2,120.7,700.9,542.7,374.6,121.0,84.7,341.3,19637.9,31513.2,475.6,609.2,26.9,20.1,27.4,338.0,1682.4,199.9,1992.9,7760.0,9012.3,2405.5,341.5,3057.7,15.0,18722.2,717.0,62.6,53072.0,40118.0,261.7,16613.0,2579.0,286.5,328.5,850.0,870.5,19085.0,1131.2,299.0,1175.9,9503.0,61.6,34.7,198304.3,1223.8,18051.0,1787.8,699.9,5.4,1.4,74153.4,2935.4,275.2,12404.1,230.7,3028.9,1244.4,840.5,4150.0,7700.1,7961.6,630.1,1484.3,2108.0,987.0,45.0,109.5,412.4,31.8,11846.9,580.2,2296.5,1.5,263.1,1584.6,240.7,751.4,89.1,87.9,554.1,71.6,615.1,8532.4,1762.1,4347.6,17.2,26.1,575.8,1.0,1163.0,27.7,194.2,59.0
Apr 2023,205.0,2586.9,3042.6,117.6,690.5,541.0,305.9,8.0,72.7,336.4,19391.5,34859.1,474.0,588.3,27.8,20.1,27.4,317.3,1721.1,189.6,2110.1,7509.6,9263.5,2271.1,333.4,2670.9,14.1,17355.8,1553.0,59.1,56312.0,41994.0,274.4,19652.0,2519.8,284.4,319.9,840.9,920.9,14721.4,1097.2,281.1,1140.0,11539.0,61.4,37.4,184410.4,1161.1,30846.0,1825.0,782.7,5.1,1.6,64051.7,2539.7,246.6,11817.4,201.8,2811.9,1174.6,875.8,3992.0,7784.0,7871.9,638.7,1419.0,1492.1,960.0,47.0,105.9,367.5,46.8,11995.2,387.8,2007.3,1.6,263.7,1454.8,296.4,779.4,71.4,86.7,537.1,71.8,603.6,8526.9,1921.2,4307.0,18.4,28.3,544.9,0.9,1247.7,27.0,199.2,59.4
Mar 2023,251.7,2930.7,3614.6,132.3,681.2,578.9,343.3,48.0,88.7,355.2,20580.1,39123.7,514.3,657.2,35.6,22.6,30.8,347.6,1869.0,220.0,2328.4,8640.3,9572.6,2571.2,336.7,3499.7,14.6,23772.3,1340.0,71.5,64463.0,44434.0,261.2,34363.0,2680.9,318.6,335.2,936.3,907.0,19605.8,1196.7,294.0,1286.5,11951.0,76.3,49.8,235815.4,1243.5,40021.0,1735.5,736.0,6.3,2.1,81966.1,3299.8,268.8,14216.5,260.8,3609.7,1276.9,948.7,4319.6,7806.8,8013.6,732.9,1727.6,1826.5,1026.9,48.0,105.4,429.8,155.6,12724.7,337.8,1991.6,2.2,267.2,1769.3,312.1,859.1,98.4,95.4,601.6,75.7,627.6,9086.5,2001.8,4709.2,22.7,37.0,645.6,1.6,1353.3,28.1,234.3,64.4
Feb 2023,160.2,1665.2,2646.0,90.7,649.4,436.0,262.4,32.0,68.0,329.6,9927.4,33463.4,442.6,480.4,28.8,19.6,25.0,249.6,1212.2,155.6,1693.4,7517.6,8434.8,1561.8,336.8,2392.8,7.6,16567.1,2333.0,55.9,46645.0,34299.5,254.0,20408.0,2388.2,299.1,289.8,660.5,704.0,27039.5,983.0,221.5,1083.0,9457.5,68.6,56.2,172773.0,989.6,29822.5,1588.2,431.0,3.8,1.4,63946.7,2301.8,260.3,10185.7,182.6,2116.2,762.9,673.9,3148.3,7213.0,7679.9,558.4,1098.0,989.2,930.4,21.0,97.2,413.0,265.6,10311.2,280.5,2263.5,1.4,251.4,1344.2,170.8,789.4,69.2,78.9,436.2,69.0,596.0,6432.5,3060.0,4341.4,20.2,21.2,380.6,1.0,1093.8,27.9,196.7,53.6
Jan 2023,160.2,1665.2,2646.0,90.7,649.4,436.0,262.4,32.0,68.0,329.6,9927.4,33463.4,442.6,480.4,28.8,19.6,25.0,249.6,1212.2,155.6,1693.4,7517.6,8434.8,1561.8,336.8,2392.8,7.6,16567.1,2333.0,55.9,46645.0,34299.5,254.0,20408.0,2388.2,299.1,289.8,660.5,704.0,27039.5,983.0,221.5,1083.0,9457.5,68.6,56.2,172773.0,989.6,29822.5,1588.2,431.0,3.8,1.4,63946.7,2301.8,260.3,10185.7,182.6,2116.2,762.9,673.9,3148.3,7213.0,7679.9,558.4,1098.0,989.2,930.4,21.0,97.2,413.0,265.6,10311.2,280.5,2263.5,1.4,251.4,1344.2,170.8,789.4,69.2,78.9,436.2,69.0,596.0,6432.5,3060.0,4341.4,20.2,21.2,380.6,1.0,1093.8,27.9,196.7,53.6
Dec 2022,197.7,1770.5,3478.2,104.9,652.1,561.5,254.3,164.0,97.3,344.3,16843.5,44371.7,482.4,523.6,36.9,21.5,34.7,352.7,1727.3,216.4,1951.7,7861.2,7788.9,2540.3,343.4,3806.4,12.7,17347.2,5545.0,55.8,79454.0,63269.0,264.7,22751.0,2918.7,299.4,356.0,745.1,836.4,54726.1,1423.8,284.1,1116.2,5572.0,75.6,74.1,212966.1,1202.7,19011.0,1664.0,833.6,5.3,1.5,84225.4,3649.8,266.5,14310.3,248.8,2430.0,857.8,1123.3,3562.0,6899.8,8086.1,718.3,1374.7,2616.4,1012.9,377.0,96.1,522.8,288.9,11193.4,387.0,2833.6,1.4,257.7,1380.4,255.9,850.8,92.2,95.8,479.4,80.9,594.6,6990.8,1058.5,5428.1,26.4,21.6,574.4,3.2,1104.8,34.0,257.9,62.0
Nov 2022,173.6,1513.2,3946.2,111.0,680.2,554.8,178.6,26.0,92.8,331.1,19171.9,37825.7,451.1,550.9,33.2,21.4,33.0,339.1,1783.1,210.5,1978.5,7953.6,7454.4,2108.4,340.6,3220.6,13.3,18942.9,3966.0,63.7,72303.0,50512.0,250.9,26435.0,2856.5,295.4,306.1,758.6,953.1,43423.7,1463.2,260.3,1181.4,8725.0,71.4,62.2,215490.8,1195.2,31193.0,1485.0,759.7,4.6,1.4,66850.1,3092.5,272.2,14169.8,242.3,2670.2,929.2,951.2,3472.4,6798.6,7890.1,697.8,1450.3,1901.4,978.6,125.0,98.6,460.1,94.1,10918.6,352.2,2572.4,1.6,267.5,1096.5,234.7,815.1,99.5,95.8,505.5,72.3,588.1,7481.2,1802.2,5468.5,22.4,17.9,547.0,2.2,1073.1,36.9,244.0,60.5
Oct 2022,162.2,1443.2,3561.0,108.6,710.8,525.4,185.6,1.0,97.5,335.5,20383.7,37149.0,453.2,579.2,30.1,20.6,31.8,340.4,1926.2,194.9,2093.6,7267.5,7975.9,2164.0,344.9,3627.7,11.8,20211.8,2277.0,67.6,79115.0,39240.0,261.3,26235.0,2859.9,284.0,292.6,690.0,880.6,28915.6,1354.0,224.8,1230.5,9240.0,68.7,57.2,193187.6,1151.5,24255.0,1578.7,710.2,4.3,1.3,70117.7,3520.6,275.7,15413.5,255.9,2959.4,798.0,760.6,3100.4,7082.9,8249.0,668.5,1256.8,1934.4,966.0,112.0,95.3,428.6,63.7,11484.7,560.0,2451.2,1.5,251.5,1199.6,219.1,793.9,103.0,95.2,533.9,72.1,585.2,7321.6,1802.2,5835.0,19.9,20.5,550.1,1.6,1174.6,34.8,231.5,59.5
Sep 2022,193.1,1858.0,3969.8,109.8,705.2,543.2,310.2,224.0,106.8,338.3,20861.9,33251.0,454.0,579.6,29.3,18.8,32.1,334.9,2096.9,222.1,2141.8,7897.6,8694.9,2502.0,342.1,3985.3,13.8,21820.5,3884.0,83.5,101846.0,40174.0,244.5,23024.0,2996.5,264.8,295.7,799.5,870.3,32587.9,1347.6,261.4,1249.7,12678.0,67.2,54.0,187582.2,1156.6,26538.0,1570.3,1341.1,4.4,1.7,80455.9,3850.7,275.8,15584.1,275.8,3277.7,795.6,1098.8,2981.1,7393.9,8593.9,692.0,1514.6,2183.6,961.9,226.0,94.6,446.3,40.4,11618.8,389.7,2947.8,1.3,236.2,1688.1,240.6,772.7,108.6,100.4,539.6,69.6,578.3,7545.4,2274.2,5243.4,19.1,20.8,619.3,1.9,1296.4,34.1,229.9,58.3
Aug 2022,185.0,1607.2,4091.0,108.2,718.4,530.4,393.3,40.0,94.9,321.5,18808.2,29684.5,419.7,558.6,24.3,18.9,30.2,302.8,1802.1,196.5,1925.2,8113.3,8386.8,2209.8,350.6,3302.4,14.9,19860.2,3483.0,93.8,68061.0,53050.0,222.0,21039.0,2691.2,242.3,289.8,702.3,690.5,25959.2,1210.9,247.4,1206.6,12444.0,63.8,33.8,179515.5,1070.8,20205.0,1405.8,1533.7,4.5,1.6,87717.7,3175.4,257.0,12771.7,242.6,3340.8,831.0,891.5,2591.8,7137.4,8789.4,644.1,1457.0,1174.7,894.4,70.0,91.7,415.1,25.7,10832.9,377.4,2230.6,1.3,215.8,1885.4,252.9,758.2,93.1,85.0,515.8,68.2,573.6,7226.5,2061.6,4712.6,16.7,18.6,528.3,1.6,1262.1,36.4,217.1,52.8
Jul 2022,155.6,1829.9,4094.0,112.3,708.2,533.5,421.6,8.0,96.2,333.3,19218.1,28264.1,435.9,556.3,26.9,19.8,30.8,360.2,1650.0,188.5,1712.2,8022.7,8142.9,2216.1,342.6,3567.2,15.1,20995.7,3633.0,71.5,118701.0,32549.0,224.3,19612.0,2612.0,265.4,289.9,728.8,657.7,32482.7,1247.2,272.2,1259.7,8847.0,61.6,37.8,183299.6,1122.5,18021.0,1522.9,1378.4,4.6,1.6,72031.8,3413.1,249.2,12049.7,244.5,3275.4,929.7,875.3,2490.8,7048.6,8691.1,642.2,1737.4,894.8,893.7,110.0,87.0,384.0,30.6,10624.2,417.7,2782.0,1.3,225.2,1973.0,228.8,774.9,93.5,85.7,509.6,67.5,562.8,7479.9,2086.8,4677.0,18.5,20.9,517.2,1.5,1157.2,32.9,217.6,52.2
Jun 2022,175.9,2221.4,3880.8,104.4,731.7,550.1,419.3,68.0,101.5,333.5,19558.4,40939.9,506.1,597.8,30.6,21.9,33.8,379.0,1552.5,201.9,2006.1,9871.1,9073.0,2402.3,339.1,4334.2,17.1,21396.1,3484.0,69.2,139005.0,36774.0,240.2,21769.0,2689.6,297.0,319.1,734.4,660.6,33284.8,1272.0,288.0,1281.0,5967.0,64.2,58.5,200298.7,1185.5,18725.0,1694.9,1657.2,5.3,1.8,92923.3,4100.6,275.1,13612.4,257.7,3153.4,1041.1,950.6,2701.9,7687.5,8729.5,699.6,1848.4,1667.9,940.5,241.0,93.2,397.9,47.2,11841.7,593.0,2929.0,1.4,249.3,1828.0,306.8,805.2,98.6,86.1,549.0,66.3,569.7,7698.0,1459.6,4940.5,21.2,23.2,527.4,1.9,1305.4,34.0,236.1,54.9
May 2022,187.1,2182.9,3309.0,102.7,698.8,535.6,356.7,68.0,75.8,340.7,20279.5,32671.9,491.1,566.9,32.2,22.9,31.6,375.9,1540.1,180.3,2186.7,9780.5,9661.3,2133.8,342.3,3673.0,13.2,15422.7,3624.0,73.8,43122.0,30485.0,244.4,20937.0,2570.6,306.0,305.8,667.0,679.5,29463.4,1328.5,275.1,1097.5,7429.0,60.9,56.3,191758.9,1189.2,22332.0,1769.9,1365.0,5.0,4.2,70660.6,3461.3,275.9,12666.0,199.3,3217.3,1074.7,892.9,2534.8,8048.9,8817.9,688.8,1719.4,1486.3,953.9,45.0,91.2,406.1,54.0,12261.1,515.9,2366.5,1.3,253.2,1543.6,254.0,779.8,72.9,85.6,519.8,65.4,564.4,7023.3,1882.5,4512.9,20.4,20.4,539.1,1.3,1341.0,21.3,223.3,54.7
Apr 2022,165.7,2279.2,3042.0,94.8,682.0,520.0,258.7,49.0,41.5,322.6,19470.7,30039.3,480.3,539.7,28.8,22.9,32.3,343.9,1512.7,171.4,2055.0,8579.4,9277.5,1987.6,336.1,3266.3,8.3,10593.9,2586.0,76.5,32367.0,59125.0,217.8,13981.0,2407.8,304.5,315.8,652.4,649.9,27537.5,1145.6,259.3,1027.4,10146.0,58.2,57.8,202081.2,1105.1,27690.0,1654.9,1398.4,4.7,3.8,71958.5,3035.4,238.8,12693.0,128.2,2598.1,1005.8,883.6,2144.2,7677.8,8563.9,661.6,1426.7,919.2,900.6,35.0,89.8,359.4,72.4,11482.7,394.6,2477.5,1.4,247.9,1410.1,242.0,795.3,45.8,73.7,499.2,60.6,553.1,6470.7,1889.1,4568.6,18.5,19.5,481.0,1.5,1243.5,18.1,221.0,53.7
Mar 2022,237.3,2552.5,3891.4,104.9,685.3,528.0,284.9,80.0,83.7,324.6,18654.6,43739.9,503.0,635.4,29.1,23.7,34.7,443.2,1846.0,189.8,2039.9,9476.2,8829.5,2567.3,329.8,4244.3,13.2,21106.4,35723.0,67.8,56788.0,58452.0,236.5,30812.0,2616.7,312.9,332.7,867.1,761.0,32279.0,1228.3,285.0,1178.5,10128.0,65.4,77.5,225739.8,1245.5,33070.0,1628.5,1761.7,5.8,2.4,75824.6,4101.1,250.1,14384.1,238.7,3018.2,1069.4,940.3,2211.4,7159.8,8721.7,787.8,2121.5,1517.4,991.9,70.0,93.5,404.9,256.6,11688.7,376.0,3319.5,1.9,243.9,1723.7,286.4,794.6,85.0,92.3,585.1,67.6,563.5,8126.3,1999.5,5009.7,21.5,35.0,522.9,1.8,1236.4,31.5,255.2,59.1
Feb 2022,226.4,1463.0,2760.5,75.8,588.8,433.2,265.4,16.0,79.1,311.4,9966.3,33273.0,425.5,507.7,25.8,19.6,28.5,315.8,1271.6,141.4,1740.9,7787.8,7897.9,1667.2,316.4,3092.4,6.8,20713.3,19590.0,51.2,68684.0,27834.0,243.6,31325.0,2339.4,274.7,267.7,597.0,690.2,22707.6,1067.6,286.6,1136.4,8750.5,57.6,63.3,179241.0,1047.8,29156.0,1425.1,1181.6,4.4,1.5,64854.6,2928.2,245.1,10635.3,213.3,2328.6,746.9,721.6,1935.4,6606.6,8258.8,593.2,1929.7,1639.0,922.6,62.5,85.0,362.4,259.4,9835.6,297.6,5541.3,1.2,233.6,1351.0,223.6,766.8,82.6,72.9,462.3,58.1,525.4,6209.0,3002.5,4676.3,24.0,27.2,330.6,1.6,1065.4,29.2,199.4,52.8
Jan 2022,226.4,1463.0,2760.5,75.8,588.8,433.2,265.4,16.0,79.1,311.4,9966.3,33273.0,425.5,507.7,25.8,19.6,28.5,315.8,1271.6,141.4,1740.9,7787.8,7897.9,1667.2,316.4,3092.4,6.8,20713.3,19590.0,51.2,68684.0,27834.0,243.6,31325.0,2339.4,274.7,267.7,597.0,690.2,22707.6,1067.6,286.6,1136.4,8750.5,57.6,63.3,179241.0,1047.8,29156.0,1425.1,1181.6,4.4,1.5,64854.6,2928.2,245.1,10635.3,213.3,2328.6,746.9,721.6,1935.4,6606.6,8258.8,593.2,1929.7,1639.0,922.6,62.5,85.0,362.4,259.4,9835.6,297.6,5541.3,1.2,233.6,1351.0,223.6,766.8,82.6,72.9,462.3,58.1,525.4,6209.0,3002.5,4676.3,24.0,27.2,330.6,1.6,1065.4,29.2,199.4,52.8
Dec 2021,273.6,1963.5,3978.9,98.9,624.3,582.8,235.8,5.0,113.5,337.9,19085.1,40015.3,448.9,584.9,31.7,23.2,39.2,441.4,1888.4,207.1,2002.6,7851.2,8619.3,2974.9,310.9,4664.0,14.5,27021.5,13149.0,61.5,92232.0,47263.0,245.4,32949.0,2859.9,294.3,330.4,757.8,785.6,50687.7,1541.7,299.4,1287.9,9603.0,74.1,83.8,231166.2,1234.4,37029.0,1599.9,1800.6,5.5,1.8,81496.0,4454.0,281.2,17461.3,296.6,3110.8,1178.9,1158.8,2268.5,7209.5,8596.0,795.2,2460.0,1874.1,978.7,323.0,91.0,509.1,277.7,11354.8,409.8,3773.1,1.7,246.9,1358.8,277.6,806.8,113.5,96.0,539.5,80.9,547.4,8243.5,1214.2,5655.7,24.6,34.8,521.6,4.0,1272.3,38.7,275.0,57.7
Nov 2021,265.3,1662.8,4113.4,90.6,605.0,520.2,187.0,9.0,99.3,332.8,19958.0,30042.6,440.7,566.1,28.1,21.0,37.1,392.3,1765.8,193.7,1776.6,7839.6,6931.3,2570.0,310.1,4410.9,14.1,23143.5,11543.0,42.3,65335.0,40829.0,231.3,29850.0,2837.9,298.7,302.0,808.5,843.8,34639.0,1473.4,300.6,1241.6,7855.0,67.3,71.5,217695.5,1158.1,25940.0,1290.5,1836.7,4.8,2.1,88468.6,4233.0,258.0,16023.4,267.3,3064.0,1084.5,945.7,2065.8,6173.0,8358.5,731.6,2442.6,1713.3,942.6,156.0,87.7,488.5,104.3,10102.9,482.6,3597.4,1.6,247.6,1170.0,357.2,757.0,103.6,94.2,523.7,78.7,535.2,8042.1,1796.0,5604.5,23.2,32.1,506.1,2.6,1102.5,30.5,266.0,57.2
