date, pm25, pm10, o3, no2, so2, co
2023/11/24, 147, 36, , 12, 2, 5
2023/11/25, 70, 46, , 15, 2, 6
2023/11/26, 74, 50, , 17, 6, 6
2023/11/27, 97, 49, , 18, 3, 10
2023/11/28, 94, 43, , 13, 3, 7
2023/11/29, 73, 46, , 8, 2, 4
2023/11/30, 80, 44, , 14, 2, 7
2023/12/1, 93, 44, , 14, 3, 6
2023/12/2, 96, 47, , 17, 4, 7
2023/12/3, 102, 56, , 15, 5, 9
2023/12/4, 118, 61, , 15, 3, 8
2023/12/5, 138, 103, , 20, 4, 8
2023/12/6, 133, 68, , 20, 5, 7
2023/12/7, 120, 74, , 22, 12, 11
2023/12/8, 148, 61, , 17, 4, 8
2023/12/9, 124, 61, , 18, 3, 8
2023/12/10, 129, 51, , 11, 1, 5
2023/12/11, 89, 44, , 15, 9, 7
2023/12/12, 80, 32, , 12, 1, 6
2023/12/13, 55, 30, , 6, 1, 5
2023/12/14, 50, 73, , 2, , 2
2023/12/15, 70, 55, , 6, 1, 2
2023/12/16, 69, 53, , 8, 1, 3
2023/12/17, 92, 46, , 11, 2, 4
2023/12/18, 88, 60, , 12, 1, 5
2023/12/19, 132, 68, , 18, 2, 11
2023/12/20, 150, 61, , 17, 2, 6
2023/12/21, 125, 62, , 17, 1, 7
2023/12/22, 127, 68, , 19, 2, 5
2023/12/23, 149, 64, , 20, 3, 7
2023/12/24, 138, 65, , 24, 3, 7
2023/12/25, 144, 71, , 25, 3, 8
2023/12/26, 153, 80, , 26, 6, 10
2023/12/27, 159, 81, , 22, 5, 10
2023/12/28, 165, 72, , 21, 3, 8
2023/12/29, 155, 89, , 25, 11, 12
2023/12/30, 173, 106, , 26, 6, 13
2023/12/31, 186, 73, , 20, 2, 9
2023/7/1, 73, 18, 35, 5, 5, 5
2023/7/2, 39, 17, 46, 4, 4, 4
2023/7/3, 38, 33, 61, 8, 8, 4
2023/7/4, 52, 35, 52, 7, 6, 4
2023/7/5, 48, 37, 44, 14, 4, 6
2023/7/6, 58, 36, 59, 12, 5, 5
2023/7/7, 65, 33, 56, 8, 5, 6
2023/7/8, 70, 34, 58, 7, 5, 6
2023/7/9, 58, 40, 50, 9, 7, 7
2023/7/10, 66, 38, 44, 10, 8, 8
2023/7/11, 67, 39, 47, 7, 7, 6
2023/7/12, 66, 20, 46, 4, 4, 3
2023/7/13, 39, 20, 45, 9, 5, 3
2023/7/14, 38, 28, 48, 12, 5, 3
2023/7/15, 59, 31, 63, 12, 7, 5
2023/7/16, 71, 37, 57, 8, 5, 6
2023/7/17, 57, 30, 55, 6, 4, 5
2023/7/18, 53, 33, 60, 6, 5, 6
2023/7/19, 64, 34, 46, 6, 5, 5
2023/7/20, 59, 34, 54, 7, 5, 5
2023/7/21, 55, 36, 61, 8, 6, 6
2023/7/22, 62, 35, 54, 6, 4, 4
2023/7/23, 55, 28, 44, 8, 3, 4
2023/7/24, 54, 27, 50, 6, 3, 4
2023/7/25, 52, 33, 33, 6, 5, 7
2023/7/26, 54, 23, 21, 7, 3, 6
2023/7/27, 35, 18, 33, 4, 2, 4
2023/7/28, 32, 17, 36, 4, 3, 4
2023/7/29, 31, 23, 45, 3, 2, 3
2023/7/30, 38, 23, 44, 4, 2, 3
2023/7/31, 38, 32, 47, 7, 3, 5
2023/8/1, 48, 26, 36, 6, 3, 6
2023/8/2, 39, 22, 39, 4, 3, 6
2023/8/3, 36, 26, 37, 5, 3, 4
2023/8/4, 32, 31, 41, 4, 7, 7
2023/8/5, 39, 26, 41, 4, 4, 4
2023/8/6, 34, 27, 41, 6, 6, 6
2023/8/7, 37, 26, 31, 5, 5, 4
2023/8/8, 35, 32, 41, 7, 5, 5
2023/8/9, 50, 33, 42, 8, 5, 7
2023/8/10, 54, 26, 38, 7, 5, 5
2023/8/11, 43, 20, 43, 8, 2, 4
2023/8/12, 32, 26, 67, 11, 4, 5
2023/8/13, 40, 31, 49, 13, 3, 6
2023/8/14, 46, 29, 54, 9, 2, 5
2023/8/15, 47, 31, 59, 8, 4, 4
2023/8/16, 54, 78, 40, 7, 2, 4
2023/8/17, 110, 47, 45, 5, 1, 2
2023/8/18, 57, 29, 40, 6, 2, 3
2023/8/19, 41, 26, 32, 7, 3, 4
2023/8/20, 41, 38, 60, 10, 5, 7
2023/8/21, 62, 36, 59, 10, 4, 5
2023/8/22, 57, 25, 46, 7, 2, 3
2023/8/23, 38, 25, 38, 9, 3, 4
2023/8/24, 38, 30, 37, 9, 3, 4
2023/8/25, 50, 16, 41, 6, 1, 4
2023/8/26, 32, 23, 44, 10, 2, 4
2023/8/27, 36, 19, 48, 8, 3, 4
2023/8/28, 36, 33, 44, 15, 7, 8
