date, pm25, pm10, o3, no2, so2, co
2023/7/5, 69, 55, 91, 18, 5, 5
2023/7/6, 86, 58, 81, 13, 3, 6
2023/7/7, 107, 43, 92, 7, 4, 5
2023/7/8, 91, 45, 103, 11, 5, 5
2023/7/9, 88, 62, 114, 12, 6, 6
2023/7/10, 126, 50, 78, 11, 4, 6
2023/7/11, 96, 24, 54, 6, 3, 5
2023/7/12, 53, 17, 35, 6, 4, 4
2023/7/13, 46, 18, 43, 8, 3, 3
2023/7/14, 40, 48, 73, 14, 4, 4
2023/7/15, 77, 52, 97, 16, 6, 5
2023/7/16, 78, 50, 105, 17, 7, 5
2023/7/17, 78, 50, 93, 12, 5, 6
2023/7/18, 93, 33, 38, 12, 4, 6
2023/7/19, 72, 27, 53, 8, 3, 4
2023/7/20, 72, 36, 38, 12, 3, 5
2023/7/21, 80, 30, 68, 9, 4, 5
2023/7/22, 59, 45, 97, 10, 5, 5
2023/7/23, 85, 33, 48, 10, 4, 6
2023/7/24, 72, 34, 51, 9, 4, 6
2023/7/25, 75, 20, 35, 6, 2, 5
2023/7/26, 59, 12, 33, 6, 2, 4
2023/7/27, 37, 18, 32, 6, 3, 4
2023/7/28, 48, 31, 47, 9, 4, 5
2023/7/29, 64, 34, 63, 11, 3, 5
2023/7/30, 61, 42, 41, 14, 3, 5
2023/7/31, 74, 28, 38, 9, 3, 5
2023/8/1, 61, 31, 56, 9, 4, 5
2023/8/2, 60, 28, 46, 7, 3, 5
2023/8/3, 62, 37, 58, 9, 4, 5
2023/8/4, 75, 29, 53, 8, 3, 5
2023/8/5, 57, 28, 45, 9, 3, 5
2023/8/6, 61, 21, 45, 7, 3, 5
2023/8/7, 39, 38, 50, 9, 3, 6
2023/8/8, 74, 37, 69, 9, 3, 5
2023/8/9, 72, 46, 72, 10, 3, 6
2023/8/10, 89, 50, 63, 8, 3, 6
2023/8/11, 104, 15, 40, 5, 3, 4
2023/8/12, 41, 28, 60, 9, 5, 5
2023/8/13, 50, 43, 79, 13, 4, 4
2023/8/14, 72, 50, 89, 13, 4, 5
2023/8/15, 89, 59, 88, 12, 5, 6
2023/8/16, 122, 39, 58, 6, 3, 6
2023/8/17, 88, 44, 47, 8, 3, 5
2023/8/18, 96, 50, 74, 5, 3, 5
2023/8/19, 88, 37, 37, 4, 3, 4
2023/8/20, 68, 23, 51, 5, 4, 4
2023/8/21, 55, 32, 67, 8, 4, 5
2023/8/22, 69, 41, 53, 9, 4, 6
2023/8/23, 81, 25, 36, 8, 3, 4
2023/8/24, 57, 24, 30, 7, 3, 4
2023/8/25, 62, 22, 28, 8, 3, 5
2023/8/26, 59, 21, 51, 10, 4, 4
2023/8/27, 42, 43, 64, 15, 6, 5
2023/8/28, 72, 52, 47, 14, 4, 6
2023/8/29, 103, 31, 55, 11, 4, 5
2023/8/30, 70, 36, 55, 12, 4, 5
2023/8/31, 69, 58, 48, 14, 4, 6
2023/9/1, 122, 47, 76, 14, 5, 5
2023/9/2, 107, 53, 95, 15, 5, 5
2023/9/3, 102, 56, 89, 14, 5, 5
2023/9/4, 115, 54, 77, 15, 6, 5
2023/9/5, 114, 56, 88, 17, 6, 5
2023/9/6, 114, 63, 97, 15, 7, 5
2023/9/7, 134, 62, 95, 12, 6, 6
2023/9/8, 134, 64, 97, 13, 6, 6
2023/9/9, 139, 41, 55, 7, 5, 5
2023/9/10, 94, 33, 31, 9, 5, 5
2023/9/11, 74, 12, 42, 8, 4, 2
2023/9/12, 31, 30, 56, 13, 6, 3
2023/9/13, 58, 38, 70, 14, 6, 4
2023/9/14, 72, 59, 82, 16, 6, 6
2023/9/15, 128, 62, 83, 13, 5, 6
2023/9/16, 137, 72, 101, 14, 6, 7
2023/9/17, 154, 43, 41, 7, 4, 6
2023/9/18, 102, 57, 39, 7, 4, 6
2023/9/19, 138, 16, 42, 9, 4, 4
2023/9/20, 45, 14, 41, 8, 3, 4
2023/9/21, 34, 26, 26, 13, 4, 4
2023/9/22, 62, 23, 24, 9, 3, 4
2023/9/23, 60, 21, 17, 9, 3, 5
2023/9/24, 58, 26, 16, 11, 2, 5
2023/9/25, 66, 28, 17, 13, 3, 5
2023/9/26, 62, 39, 21, 13, 5, 6
2023/9/27, 67, 41, 31, 12, 3, 6
2023/9/28, 86, 36, 26, 9, 2, 6
2023/9/29, 90, 33, 34, 12, 4, 6
2023/9/30, 76, 45, 24, 10, 3, 6
2023/4/1, 127, 68, 73, 19, 5, 7
2023/4/2, 148, 56, 44, 11, 5, 7
2023/4/3, 123, 30, 57, 14, 4, 4
2023/4/4, 43, 45, 41, 16, 5, 6
2023/4/5, 91, 44, 44, 7, 3, 4
2023/4/6, 76, 66, 37, 17, 6, 5
2023/4/7, 105, 65, 55, 19, 6, 4
2023/4/8, 113, 71, 68, 22, 6, 5
2023/4/9, 129, 73, 87, 24, 7, 6
2023/4/10, 137, 69, 87, 20, 6, 5
2023/4/11, 125, 56, 54, 16, 5, 5
2023/4/12, 120, 68, 44, 14, 5, 6
2023/4/13, 139, 42, 40, 13, 4, 5
2023/4/14, 99, 41, 66, 13, 3, 4
2023/4/15, 74, 68, 102, 24, 5, 6
2023/4/16, 124, 72, 103, 21, 5, 4
2023/4/17, 142, 43, 75, 8, 4, 4
2023/4/18, 94, 54, 85, 15, 7, 5
2023/4/19, 115, 43, 65, 9, 4, 6
2023/4/20, 100, 57, 32, 9, 4, 6
2023/4/21, 133, 20, 20, 7, 3, 4
2023/4/22, 57, 22, 19, 10, 3, 4
2023/4/23, 57, 24, 39, 11, 3, 4
2023/4/24, 57, 38, 56, 13, 4, 5
2023/4/25, 86, 61, 65, 17, 8, 5
2023/4/26, 126, 62, 70, 14, 5, 3
2023/4/27, 116, 71, 41, 13, 4, 4
2023/4/28, 146, 54, 45, 10, 2, 2
2023/4/29, 85, 74, 58, 19, 5, 3
2023/4/30, 120, 74, 73, 22, 5, 4
2023/5/1, 135, 75, 81, 11, 4, 4
2023/5/2, 148, 75, 82, 10, 3, 5
2023/5/3, 153, 63, 80, 13, 3, 4
2023/5/4, 135, 57, 43, 11, 3, 5
2023/5/5, 122, 43, 41, 9, 2, 3
2023/5/6, 81, 42, 49, 12, 3, 3
2023/5/7, 87, 21, 21, 7, 3, 4
2023/5/8, 54, 18, 25, 7, 2, 4
2023/5/9, 50, 19, 28, 10, 3, 4
2023/5/10, 62, 27, 34, 15, 2, 4
2023/5/11, 64, 35, 56, 13, 3, 3
2023/5/12, 63, 47, 52, 17, 4, 3
2023/5/13, 76, 60, 51, 23, 5, 5
2023/5/14, 106, 74, 62, 24, 5, 6
2023/5/15, 153, 75, 97, 19, 5, 6
2023/5/16, 154, 75, 81, 22, 6, 6
2023/5/17, 153, 43, 49, 10, 3, 4
2023/5/18, 97, 54, 47, 9, 4, 5
2023/5/19, 134, 55, 57, 10, 3, 5
2023/5/20, 128, 42, 38, 8, 3, 4
2023/5/21, 105, 26, 44, 7, 3, 2
2023/5/22, 55, 47, 68, 13, 5, 4
2023/5/23, 92, 59, 80, 17, 5, 4
2023/5/24, 129, 61, 51, 10, 3, 5
2023/5/25, 142, 47, 43, 5, 1, 5
2023/5/26, 93, 37, 43, 5, 2, 4
2023/5/27, 74, 40, 74, 10, 3, 4
2023/5/28, 79, 69, 79, 16, 4, 6
2023/5/29, 129, 62, 110, 17, 4, 6
2023/5/30, 116, 64, 86, 15, 4, 6
2023/5/31, 137, 16, 43, 7, 3, 3
2023/6/1, 37, 28, 30, 7, 3, 4
2023/6/2, 71, 19, 29, 7, 2, 3
2023/6/3, 50, 25, 25, 9, 3, 3
2023/6/4, 63, 28, 59, 11, 3, 3
2023/6/5, 47, 50, 89, 16, 5, 4
2023/6/6, 80, 56, 44, 17, 4, 5
2023/6/7, 121, 32, 41, 11, 4, 4
2023/6/8, 77, 44, 33, 15, 5, 5
2023/6/9, 92, 34, 51, 14, 3, 3
2023/6/10, 70, 36, 48, 16, 4, 4
2023/6/11, 68, 35, 56, 12, 4, 4
2023/6/12, 69, 47, 83, 15, 6, 4
2023/6/13, 97, 40, 39, 16, 4, 4
2023/6/14, 92, 25, 40, 11, 2, 3
2023/6/15, 69, 31, 33, 11, 4, 4
2023/6/16, 82, 37, 46, 13, 5, 5
2023/6/17, 90, 37, 65, 13, 4, 5
2023/6/18, 84, 41, 53, 22, 4, 6
2023/6/19, 77, 54, 64, 17, 4, 5
2023/6/20, 105, 29, 45, 8, 3, 3
